TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated [Pacific Time (US and Canada) Tijuana],Computer,RawData,SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],HOST_s,KEY_s,PROVIDER_INSTANCE_s,SAPMON_VERSION_s,Time_Generated_t [Pacific Time (US and Canada) Tijuana],VALUE_s,_SERVER_UTC_t [Pacific Time (US and Canada) Tijuana],sapsid_s,Type,_ResourceId
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,sap_retrieval_path_shared,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",no,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,build_branch,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",fa/hana2sp07,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_tw_reuse,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",0,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_clock,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",2100,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,async_io_limit,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",18446744073709551615,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_ip_addresses,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM","10.8.0.20,10.8.0.21,10.8.0.7","4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_rmem,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",4096 131072 6291456,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_window_scaling,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",1,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,container,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",no,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu_manufacturer,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",GenuineIntel,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,sap_retrieval_path,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",/usr/sap/CHA/HDB00/vchadcha01l10c/,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,cpu.cpuidle.current_driver,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",none,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_port_ranges,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM","4300,5050,8000,30000-30099,40001,40003-40004,40006-40007,40011,40040,50013-50014","4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,os_kernel_version,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",5.14.21-150500.55.73-default,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,platform,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",unix,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net.ipv4.tcp_tw_recycle,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",-,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,net_nameserver_bindings,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM","127.0.0.1:30001,127.0.0.1:40006,10.8.0.20:40006,10.8.0.21:40006,10.8.0.7:40006","4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
63c81adf-e45b-4623-80a1-b89026218a34,RestAPI,,,"4/16/2026, 5:07:05.481 PM",,,"4/16/2026, 5:07:05.040 PM",vchadcha01l10c,start_time,CHA-HANA,4.0.260223.125026,"4/16/2026, 5:07:05.066 PM",15:13.7,"4/16/2026, 5:07:05.040 PM",CHA,SapHana_HostInformation_CL,
